ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
2140,"The Community Hall, Eriskay HS8 5JJ",Other Retail,Co Chomunn Eirisgeidh Ltd,Comhairle nan Eilean Siar,Tobacco Only,Active
2141,"166-168 High Street,  EH22 1AY",Public House,Coach & Horses,Midlothian,Tobacco Only,Active
2142,"20 pilmuir street,  KY12 7AJ",Public House,coadys bar,Fife,Tobacco Only,Active
2143,"97 Coalburn Road, Coalburn ML11 0LS",Other Retail,KIRKMUIRHILL PHARMACY,South Lanarkshire,Nicotine Vapour Products Only,Active
2144,"91 coalburn road,  ML11 0LS",Convenience Store,Coalburn Store,South Lanarkshire,Tobacco Only,Inactive
2145,"Coalburn Store, 91 Coalburn Road, Coalburn ML11 0LS",Convenience Store,Coalburn Store,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
2146,"Coaledge, Crossgates KY4 8HB",Public House,Coaledge Tavern,Fife,Tobacco Only,Active
2147,"The Wynd,  EH35 5HN",Public House,Coalgate,East Lothian,Tobacco Only,Active
2148,"Post Office, 39 Main Street, Coaltown of Wemyss KY1 4NU",Confectionary / Tobacconist / Newsagents,Coaltown village corner shop,Fife,Tobacco And Nicotine Vapour Products,Active
2149,"88 main street, coaltown of wemyss KY1 4NS",Sports Club,coaltown of wemyss bowling club,Fife,Tobacco Only,Active
2150,"Unit 70, The Coartbridge Shopping Centre, 18-106 Main Street ML5 3BQ",Other Retail,Nicoventures Retail limited t/a VIP ,North Lanarkshire,Nicotine Vapour Products Only,Active
2151,"5 Lock Street, Coatbridge ML5 3RT",Other Retail,Marleys Junction,North Lanarkshire,Tobacco Only,Inactive
2152,"125 Main Street,  ML5 3EG",Convenience Store,B&P Retail ltd,North Lanarkshire,Tobacco Only,Inactive
2153,"Coatdyke store, 499 Main Street ML5 3RX",Convenience Store,Coatdyke limited,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
2154,"32 Tay Street,  DD6 9BG",Public House,Cobbies Inn,Fife,Tobacco Only,Active
2155,"3 BURNS DRIVE, JOHNSTONE PA5 0HJ",Convenience Store,cochrane castle store,Renfrewshire,Tobacco Only,Active
2156,"Cochrane Castle General Store, 3 Burns Drive PA5 0HJ",Convenience Store,Cochrane Castle Store ,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
2157,"Hilton Road, Rosyth,  KY11 2BA",Hotel,City Hotels (dunfermline) Ltd,Fife,Tobacco Only,Inactive
2158,"post office, the square TD13 5XX",Convenience Store,cockburnspath village store,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
2159,"21 Edinburgh Rd, cockenzie EH32 0HY",Confectionary / Tobacconist / Newsagents,cockenzie news,East Lothian,Tobacco Only,Active
2160,"North Anderson Drive,  AB15 6DW",Public House,Orchid Pubs and Dining Ltd,Aberdeen City,Tobacco Only,Active
2161,"59 Mill Street,  FK10 1DX",Convenience Store,Coco's vapes ,Clackmannanshire,Nicotine Vapour Products Only,Active
2162,"28 Whifflet Street, Coatbridge ML5 4EL",Other Catering,Codfather,North Lanarkshire,Tobacco Only,Active
2163,"550 CROW ROAD,  G13 1NU",Confectionary / Tobacconist / Newsagents,COFFEE HOUSE,Glasgow City,Tobacco Only,Active
2164,"4A Bell Street,  KY16 9UX",Convenience Store,Coffee Houses Scotland Limited,Fife,Tobacco Only,Active
2165,"Coho Convenient, 2127 Paisley Road West G52 3JL",Convenience Store,PRW 2127 Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
2166,"Coilacriech Inn,  AB35 5UH",Public House,Coilacriech Inn,Aberdeenshire,Tobacco Only,Active
2167,"Cola's Off Sales & Ice Cream, 43 Clark Street ML6 6DH",Confectionary / Tobacconist / Newsagents,Cola's Off Licence,North Lanarkshire,Tobacco Only,Active
2168,"186 strathmartine road,  DD3 8DG",Convenience Store,coldside newsagent,Dundee City,Tobacco Only,Inactive
2169,"34 High St,  TD12 4AS",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
2170,"7 Monaebrook Place,  G84 7JD",Sports Club,Colgrain Bowling Club,Argyll and Bute,Tobacco Only,Inactive
2171,"Colin Lowe Pharmacy, 201-205 Perth Road DD2 1AT",Other Retail,M Farren Ltd,Dundee City,Nicotine Vapour Products Only,Active
2172,"78 Dumfries Road, Elvanfoot ML12 6TF",Mobile Trade,Colins Cones,South Lanarkshire,Tobacco Only,Inactive
2173,"36 Collieston Path, Bridge of Don AB22 8LY",Mobile Trade,Colin's Ices,Aberdeen City,Tobacco Only,Active
2174,"Colinsburgh Filling Station, 17 Main Street, Colinsburgh KY9 1LP",Forecourt Garage,Sood Enterprises Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
2175,"90 Colinton mains drive,  EH13 9BJ",Convenience Store,u save,Edinburgh City,Tobacco Only,Active
2176,"30-32 Bridge Road,  EH13 0LQ",Convenience Store,Mathurs,Edinburgh City,Tobacco Only,Inactive
2177,"46 Colinton Mains Green,  EH13 9AQ",Confectionary / Tobacconist / Newsagents,Colinton Mains Convenience Store,Edinburgh City,Tobacco Only,Inactive
2178,"82 colinton mains drive,  EH13 9BJ",Convenience Store,Colinton mains drive postoffice,Edinburgh City,Tobacco Only,Active
2179,"COLL HOTEL, ARINAGOUR PA78 6SZ",Hotel,COLL HOTEL ENT. LTD.,Argyll and Bute,Tobacco Only,Active
2180,"Dundee University Students Association, Smalls Wynd DD1 4HJ",Confectionary / Tobacconist / Newsagents,Dundee University Students Association,Dundee City,Tobacco Only,Inactive
2181,"Dundee University Students Association, Airlie Place DD1 4HP",Convenience Store,Dundee University Students Association - Premier Store,Dundee City,Tobacco Only,Active
2182,"58 High Street,  PA5 8SG",Public House,Collier Bar,Renfrewshire,Tobacco Only,Inactive
2183,"179 Stonefield Road,  G72 9SD",Confectionary / Tobacconist / Newsagents,Collins Newsagents,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
2184,"piper drive,  KY7 6TF",Convenience Store,collydean local,Fife,Tobacco And Nicotine Vapour Products,Active
2185,"3 lochnagar court,  KY6 3NR",Convenience Store,collydean store,Fife,Tobacco Only,Inactive
2186,"Scalasaig,  PA61 7YW",Convenience Store,Colonsay General Store,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
2187,"Colour Box, 15 Greenfern Place AB16 6JR",Other Retail,Colourbox Discount world,Aberdeen City,Nicotine Vapour Products Only,Active
2188,"Braehead Arena, Kingsinch Road G51 4BN",Entertainment Venue,Imperial Tobacco Limited,Glasgow City,Tobacco Only,Active
2189,"Unit 1, Colpy Road AB51 0BZ",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
2190,"1 Doveholm Avenue,  G82 2EB",Convenience Store,Colquhoun,West Dunbartonshire,Tobacco Only,Active
2191,"65 Coltness Road,  ML2 7DG",Off-Licence,Coltness Superstore,North Lanarkshire,Tobacco Only,Inactive
2192,"Manse Road,  PH21 1JF",Hotel,Columba House Hotel,Highland,Tobacco Only,Inactive
2193,"36 High Street,  DG10 9HG",Forecourt Garage,RedStrip Operations Ltd,Dumfries and Galloway,Tobacco Only,Active
2194,"Unit 26, Kingsgate Centre KY12 7QU",Other Catering,Centre Bistro t/a Combo's & Meal Deals,Fife,Tobacco Only,Active
2195,"3 Tobermory Drive, Western Brae KA3 1PB",Other Catering,Come Dine,East Ayrshire,Tobacco Only,Active
2196,"36 Comiston Road,  EH10 5QQ",Other Catering,Comiston Fry,Edinburgh City,Tobacco Only,Active
2197,"90, Comiston Road EH4 5BP",Convenience Store,Comiston Store,Edinburgh City,Tobacco Only,Inactive
2198,"Clarencefield,  DG1 4NA",Hotel,Comlongon Caste;,Dumfries and Galloway,Tobacco Only,Active
2199,"38 Commerce Street,  AB52 6JB",Convenience Store,The Co-operative Group Food Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
2200,"60_62 MAIN STREET, LEUCHARS KY16 0HE",Public House,COMMERCIAL ARMS,Fife,Tobacco Only,Active
2201,"1 Princes Street,  KW14 7BQ",Public House,Commercial Hotel,Highland,Tobacco Only,Active
2202,"main street,  KW3 6AE",Hotel,commercial hotel,Highland,Tobacco Only,Active
2203,"commercial hotel, church street AB55 4AR",Hotel,commercial hotel,Moray,Tobacco Only,Active
2204,"Commercial Hotel, 4-8Young Street IV30 5UB",Hotel,Commercial Hotel(Burghead) Ltd,Moray,Tobacco Only,Active
2205,"13 Old Shore Head,  DD11 1BB",Public House,commercial inn,Angus,Tobacco Only,Active
2206,"58/60 north street, inverurie AB51 4RS",Public House,commercial inn,Aberdeenshire,Tobacco Only,Active
2207,"Royal Exchange Square,  G1 3AJ",Nightclub,G1 Group Plc,Glasgow City,Tobacco Only,Active
2208,"24 Ardlair Terrace,  AB21 7LA",Specialist Tobacconists,JLC Specialist Tobaccos,Aberdeen City,Tobacco Only,Active
2209,"80 Portland place,  ML3 7LA",Convenience Store,Compare Store,South Lanarkshire,Tobacco Only,Inactive
2210,"A A Superstore, 80 Portland Place ML3 7LA",Convenience Store,Compare Store,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
2211,"44 Queen Charlotte Street,  EH6 7EX",Public House,Caledonian Heritable Ltd,Edinburgh City,Tobacco Only,Active
2212,"Drummond Street, Comrie PH6 2DW",Convenience Store,Mulla Groceries,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
2213,"Post Office, Bridge Street, Comrie PH6 2EB",Confectionary / Tobacconist / Newsagents,Comrie Post Office,Perth and Kinross,Tobacco Only,Active
2214,"Bridge Street, Comrie PH6 2EB",Confectionary / Tobacconist / Newsagents,E & D Lamont Ltd,Perth and Kinross,Tobacco Only,Inactive
2215,"49 Home Street, West End EH3 9JP",Other Catering,Concorde Take-Away,Edinburgh City,Tobacco Only,Active
2216,"22 Rannoch Court,  G67 4LS",Sports Club,Condorrat Bowling Club,North Lanarkshire,Tobacco Only,Active
2217,"26 Achray road, condorrat G67 4JH",Convenience Store,condorrat stores,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
2218,"Neptune Mall Building 1723, H.M.N.B. Clyde G84 8HL",Restaurant,Babcock Marine Clyde Limited,Argyll and Bute,Tobacco Only,Inactive
2219,"MAIN ST,  PA37 1PA",Convenience Store,CONNEL VILLAGE STORE,Argyll and Bute,Tobacco Only,Active
2220,"101/103 main street,  EH47 9BH",Confectionary / Tobacconist / Newsagents,Connells,West Lothian,Tobacco Only,Active
2221,"74-78 commercial street,  ZE1 0DL",Convenience Store,conochies,Shetland Islands,Tobacco Only,Active
2222,"School Road, Conon Bridge IV7 8AF",Convenience Store,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
2223,"51-53 meadowside,  DD1 1EQ",Public House,conroys/rudies,Dundee City,Tobacco Only,Inactive
2224,"Unit 33 The Avenue Shopping Center, Newton Mearns G77 6EY",Convenience Store,ConsolesandGadgets,East Renfrewshire,Tobacco And Nicotine Vapour Products,Active
2225,"61 constitution road , 61 constitution road  DD1 1LA",Convenience Store,Constitution grocers,Dundee City,Tobacco And Nicotine Vapour Products,Active
2226,"Harbour Road,  TD14 5HS",Public House,Contented Sole,Scottish Borders,Tobacco Only,Inactive
2227,"MAIN STREET, CONTIN IV14 6ES",Forecourt Garage,A C & I C FRASER & SON LTD,Highland,Tobacco And Nicotine Vapour Products,Active
2228,"Contin, By Strathpeffer IV14 9ES",Convenience Store,Contin Village Stores Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
2229,"180 allison street,  G42 8RR",Convenience Store,continental store,Glasgow City,Tobacco Only,Active
2230,"200 Allison Street, Queens Drive G42 8RS",Convenience Store,hussain and co,Glasgow City,Tobacco And Nicotine Vapour Products,Active
2231,"8 east high street,  ML6 6LF",Off-Licence,convenience licensed store,North Lanarkshire,Tobacco Only,Inactive
2232,"8 East High Street,  ML6 6LF",Off-Licence,Convenience Store,North Lanarkshire,Tobacco Only,Inactive
2233,"23 North Fort street,  EH6 4HB",Off-Licence,alis store,Edinburgh City,Tobacco Only,Inactive
2234,"51 Lyon Street,  DD4 6QP",Confectionary / Tobacconist / Newsagents,Convenience Stores,Dundee City,Tobacco Only,Active
2235,"139 ashfield street parkhouse,  G22 6HH",Convenience Store,convenience store,Glasgow City,Tobacco Only,Active
2236,"overtown road, newmains ML2 8HF",Forecourt Garage,cooper brothers,North Lanarkshire,Tobacco Only,Active
2237,"24/28 James Street, HELENSBURGH G84 8UH",Public House,BELHAVEN LEASED PUBS,Argyll and Bute,Tobacco Only,Inactive
2238,"130 Carmyle Avenue,  G32 8JL",Confectionary / Tobacconist / Newsagents,Copal Store Ltd,Glasgow City,Tobacco Only,Active
2239,"22a St Patrick Square,  EH8 9EY",Other Catering,Coppers Coffee Bar,Edinburgh City,Tobacco Only,Active
2240,"191 Ingram Street,  G1 1DA",Entertainment Venue,G1 Group Plc,Glasgow City,Tobacco Only,Active
2241,"288 Corkerhill Road,  G52 1TQ",Convenience Store,Corkerhill General Store,Glasgow City,Tobacco Only,Active
2242,"19c broomlands street,  PA1 2LT",Convenience Store,Corkys,Renfrewshire,Tobacco Only,Inactive
2243,"Corky's Licenced Grocers, 19 Broomlands Street PA1 2LT",Convenience Store,corkys ,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
2244,"186 main street,  G72 7EN",Off-Licence,Corkys,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
2245,"98 hamilton street, camelon FK2 4QH",Convenience Store,corner shop,Falkirk,Tobacco Only,Active
2246,"38 rodger street, cellardyke KY10 3HU",Convenience Store,corner shop,Fife,Tobacco Only,Active
2247,"46 Quarry Street,  ML5 3PU",Off-Licence,Corner Shop,North Lanarkshire,Tobacco Only,Active
2248,"59 Craigcrook Road,  EH4 3PH",Convenience Store,Corner Shop,Edinburgh City,Tobacco Only,Active
2249,"2 kippen street,  ML6 9AZ",Other Retail,ALI,North Lanarkshire,Tobacco Only,Inactive
2250,"14-16 Abbot Street,  PH2 0EE",Convenience Store,Hodge Newsagent,Perth and Kinross,Tobacco Only,Active
2251,"Luca Beauty Salon, 1431 Dumbarton Road G14 9XS",Convenience Store,Bobby joes ,Glasgow City,Tobacco Only,Active
2252,"Cornershop, 89 Auchamore Road PA23 7JJ",Convenience Store,Cornershop Dunoon,Argyll and Bute,Tobacco Only,Active
2253,"1039 Pollokshaws Road,  G41 3YF",Public House,Cherwell Tobacco,Glasgow City,Tobacco Only,Active
2254,"Royal Bank Buildings, Main Street Corpach PH33 7JG",Convenience Store,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
2255,"105 Chapelton Drive, Polbeth EH55 8SQ",Other Catering,Corrys cafe,West Lothian,Tobacco And Nicotine Vapour Products,Active
2256,"Keystore 12a Ness ave, Corseford PA5 0PG",Convenience Store,corseford keystore,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
2257,"79-81 fergushill road,  KA13 7LW",Convenience Store,corsehill stores,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
2258,"Sanday,  KW17 2AY",Convenience Store,Corses shop,Orkney Islands,Tobacco Only,Inactive
2259,"Corsewall Lighthouse Hotel, Kirkcolm DG9 0QG",Hotel,The Firm of Corsewall Lighthouse Hotel,Dumfries and Galloway,Tobacco Only,Active
2260,"93 Melbourne Avenue, East Kilbride G75 8DP",Off-Licence,Corsons Stores,South Lanarkshire,Tobacco Only,Inactive
2261,"Corson Stores, 93 Melbourne Avenue, East Kilbride G75 8DP",Off-Licence,corsons stores,South Lanarkshire,Tobacco And Nicotine Vapour Products,Inactive
2262,"17 Corstorphine High Street,  EH12 7SU",Public House,Spirit Pub Company (Inns) Limited,Edinburgh City,Tobacco Only,Active
2263,"40 st johns road,  EH14 1UJ",Confectionary / Tobacconist / Newsagents,corstorphine post office,Edinburgh City,Tobacco Only,Active
2264,"1 Hall Terrace,, Corstorphine, EH12 7HF",Convenience Store,Corstorphine Village Shop,Edinburgh City,Tobacco Only,Inactive
2265,"1 short lease crescent,  KA1 4PR",Convenience Store,Khan enterprises,East Ayrshire,Tobacco Only,Inactive
2266,"1 james creasent,  KA12 0UL",Convenience Store,"bobby khan,s",North Ayrshire,Tobacco Only,Active
2267,"58-59 inverleith row, Edinburgh EH3 5PX",Convenience Store,gilmerton grocers,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
2268,"25 McNeill Avenue,  EH20 9LE",Convenience Store,Cost U Less,Midlothian,Tobacco Only,Active
2269,"77 Clippens Road, Linwood PA3 3PU",Convenience Store,Cost U Less,Renfrewshire,Tobacco Only,Active
2270,"Cost U Less, Unit 3, 77 Clippens Road, Linwood PA3 3PY",Confectionary / Tobacconist / Newsagents,Cost U Less,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
2271,"Costkea Way, Loanhead EH20 9BY",Bulk Suppliers,Costco Wholesale UK Ltd,Midlothian,Tobacco And Nicotine Vapour Products,Active
2272,"Endeavour Drive, Arnhall Business Park AB32 6UF",Bulk Suppliers,Costco Wholesale UK Ltd,Aberdeenshire,Tobacco Only,Inactive
2273,"St. Rollox Business Park, 15 Cobden Road G21 1YX",Bulk Suppliers,Costco Wholesale UK Ltd,Glasgow City,Tobacco Only,Inactive
2274,"Costkea Way,  EH20 9BY",Bulk Suppliers,Costco Wholesale UK Ltd,Midlothian,Tobacco Only,Inactive
2275,"St. Rollox Business Park , 15 Cobden Road G21 1YX",Bulk Suppliers,Costco Wholesale UK Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
2276,"Endeavour Drive, Arnhall Business Park AB32 6UF",Bulk Suppliers,Costco Wholesale UK Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
2277,"Cowie Gardens, Crimond AB43 8RE",Convenience Store,E & S Scott,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
2278,"3 Main Street, Newton Village EH52 6QE",Forecourt Garage,AA petroleum,West Lothian,Tobacco Only,Inactive
2279,"Fairfield Service Station, Edinburgh Road EH52 5BQ",Forecourt Garage,AA petroleum,West Lothian,Tobacco Only,Inactive
2280,"Echobank, Maddiston FK2 0BX",Forecourt Garage,Costcutter,Falkirk,Tobacco Only,Inactive
2281,"54 captain street,  PA15 4LQ",Confectionary / Tobacconist / Newsagents,captain st ltd,Inverclyde,Tobacco Only,Inactive
2282,"28 Main Street, Newburgh AB41 6BE",Convenience Store,Mitchells Newburgh Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
2283,"55 West main Street,  EH47 7LX",Forecourt Garage,AA pertroleum,West Lothian,Tobacco Only,Inactive
2284,"Main Road, Condorrat G67 4DZ",Forecourt Garage,Afsar and Sons,North Lanarkshire,Tobacco Only,Inactive
2285,"Seafar Road,  G67 1AP",Forecourt Garage,Afsar and Sons,North Lanarkshire,Tobacco Only,Inactive
2286,"690 Clarkston Road,  G44 3YR",Forecourt Garage,Mehmood Aslam,East Renfrewshire,Tobacco Only,Inactive
2287,"Forrest Road,  G67 3PD",Forecourt Garage,M. Malik Ltd,North Lanarkshire,Tobacco Only,Inactive
2288,"58/60 netherhill rd, gallowhill PA3 4RL",Convenience Store,costcutter,Renfrewshire,Tobacco Only,Inactive
2289,"72 GREENOCK ROAD,  PA7 5JB",Convenience Store,COSTCUTTER,Renfrewshire,Tobacco Only,Inactive
2290,"19 -21 HARBOUR STREET,  IV30 5SJ",Convenience Store,COSTCUTTER (HOPEMAN),Moray,Tobacco Only,Inactive
2291,"104 Fintry Road,  DD4 9EZ",Convenience Store,Costcutter,Dundee City,Tobacco And Nicotine Vapour Products,Active
2292,"6 market place viewpark,  G71 5AL",Convenience Store,jT scotland ltd,North Lanarkshire,Tobacco Only,Active
2293,"14 glenwood centre, glenwood KY6 1PA",Convenience Store,costcutter southfeild hill,Fife,Tobacco Only,Inactive
2294,"2A CLARKWELL ROAD, HILLHOUSE ML3 9TQ",Convenience Store,ARSHAD & ALI LTD,South Lanarkshire,Tobacco Only,Inactive
2295,"42 Johnston Avenue, Cornton FK9 5DJ",Convenience Store,Costcutters,Stirling,Tobacco Only,Inactive
2296,"Drummond Street,  PH6 2DS",Convenience Store,Nisa Comrie,Perth and Kinross,Tobacco And Nicotine Vapour Products,Inactive
2297,"32A Brucehill Road,  G82 4EW",Convenience Store,Costcutter,West Dunbartonshire,Tobacco Only,Active
2298,"18 west maitland street,  EH12 5EA",Convenience Store,costcutter,Edinburgh City,Tobacco Only,Active
2299,"4 murray street,  TD11 3DE",Convenience Store,costcutter,Scottish Borders,Tobacco Only,Inactive
2300,"19 MAIN STREET, NEW DEER AB53 6TA",Convenience Store,JG&M KINDNESS,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
2301,"123-129, central avenue DG16 5AQ",Convenience Store,samra stores(gretna)ltd,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
2302,"4/5 BENARTY SQUARE, BALLINGRY KY5 8NR",Convenience Store,SR SUPERMARKET,Fife,Tobacco Only,Inactive
2303,"3 douglas square,  TD9 0QU",Convenience Store,t & e r robson,Scottish Borders,Tobacco Only,Inactive
2304,"291, maryhill road G20 7YA",Convenience Store,costcutter maryhill,Glasgow City,Tobacco Only,Active
