"","Address","BusinessType","ProductSold","CompanyName","Status"
"12107","Bobby's Shop, 151 Manse Road, Kilsyth G65 0EU, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","TSR Stores ltd ","Active"
"12108","Alloa Road, Kincardine FK10 4BB, Scotland","Fife","Tobacco Only","Tulliallan Golf Club","Active"
"12109","26 Ochil Street, Tullibody FK10 2PT, Scotland","Clackmannanshire","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"12110","7 Stirling Rd, Tullibody,  FK7 7BL, Scotland","Clackmannanshire","Tobacco And Nicotine Vapour Products","Omar Retail Logistics","Active"
"12111","2 Finglen Crescent, Muirside FK10 3GP, Scotland","Clackmannanshire","Tobacco Only","Muirside Stores Ltd","Active"
"12112","2 Tulloch Terrace,  PH1 2PF, Scotland","Perth and Kinross","Tobacco Only","Tulloch Institute Club","Active"
"12113","1249 GOVAN ROAD, GOAVAN G51 4PL, Scotland","Glasgow City","Tobacco Only","Tunnel","Active"
"12114","144 Main Street, Barrhead G78 1SG, Scotland","Glasgow City","Tobacco Only","Turbun ltd","Active"
"12115","119 High Street,  EH39 4HB, Scotland","East Lothian","Tobacco Only","Turkish Kebab House","Active"
"12116","144 - 146 EASTER ROAD,  EH7 5RJ, Scotland","Edinburgh City","Tobacco Only","TURKISH KEBAP CARRY OUT","Active"
"12117","11, Pilmuir street KY12 7AJ, Scotland","Fife","Tobacco Only","Turkish pride","Active"
"12118","Maidens Road,  KA26 9LT, Scotland","South Ayrshire","Tobacco Only","SLC Turnberry Ltd","Active"
"12119","173 Glasgow Road, Whins of Milton FK7 8AZ, Scotland","Stirling","Tobacco And Nicotine Vapour Products","Turnbull Stirling Ltd","Inactive"
"12120","Turnbulls, 173 Glasgow Road, Whins of Milton FK7 0LH, Scotland","Stirling","Tobacco And Nicotine Vapour Products","Allan turnbull limited","Active"
"12121","4 Oliver Place,  TD9 9BG, Scotland","Scottish Borders","Tobacco Only","J R Exports","Inactive"
"12122","8 High Street,  TD1 1DP, Scotland","Scottish Borders","Tobacco Only","J R Exports","Inactive"
"12123","Balmellie Street,  AB53 4DU, Scotland","Aberdeenshire, Stirling","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"12124","Station Road,  AB53 4ER, Scotland","Aberdeenshire","Tobacco Only","North East Projects Ltd t/a Turriff Service Station","Active"
"12125","18 Mosside Road, Shawlands G41 3TN, Scotland","Glasgow City","Tobacco Only","G1 Group Plc","Active"
"12126","64 TWEED STREET,  KY11 4NB, Scotland","Fife","Tobacco Only","TWEED MINI MARKET","Inactive"
"12127","44 Tweed Road,  TD1 3DY, Scotland","Scottish Borders","Tobacco And Nicotine Vapour Products","Adam Purves Galashiels Ltd","Active"
"12128","3 tweedbank drive, tweedbank TD1 3RP, Scotland","Scottish Borders","Tobacco And Nicotine Vapour Products","Tweedbank late shop","Active"
"12129","22 Vicar Street,  FK1 1JB, Scotland","Falkirk","Tobacco Only","DG & MK Ltd","Active"
"12130","287 HIGH STREET,  G4 0QS, Scotland","Glasgow City","Tobacco Only","LIFESTYLEEXPRESS","Active"
"12131","43 main street, twynholm DG6 4NT, Scotland","Dumfries and Galloway","Tobacco Only","twynholm stores","Active"
"12132","92-94 Gorgie Road,  EH11 2NP, Scotland","Edinburgh City","Tobacco Only","Caledonian Heritable Ltd","Active"
"12133","Kirky Stores, 93 Hillhead Road, Kirkintilloch G66 2JD, Scotland","East Dunbartonshire","Tobacco And Nicotine Vapour Products","Kirky Stores Hillhead","Active"
"12134","326 morningside road,  EH10 4QJ, Scotland","Edinburgh City","Tobacco Only","u save","Active"
"12135","3 Alness Terrace,  ML3 6TQ, Scotland","South Lanarkshire","Tobacco Only","y & u ltd","Inactive"
"12136","132 MAIN STREET,  ML11 8HR, Scotland","South Lanarkshire","Tobacco Only","U SAVE","Inactive"
"12137","19 Centre street,  Chapelhall ML6 8TX, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","JJ bros ltd","Active"
"12138","3 Alness Terrace,  ML3 6TQ, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Burnbank foods limited ","Active"
"12139","32 Roxburgh Street,  PA15 4NR, Scotland","Inverclyde","Tobacco And Nicotine Vapour Products","Centractive micro systems ltd","Active"
"12140","6 Tollcross Road,  G31 4XD, Scotland","Glasgow City","Tobacco Only","SEDIQI'S GROCER","Active"
"12141","U Save, 14 Lynedoch Street PA15 4AB, Scotland","Inverclyde","Tobacco And Nicotine Vapour Products","Usave","Inactive"
"12142","U Save, 295 St. Georges Road G3 6JQ, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","minahil retail ltd","Active"
"12143","Usave, 14 Lynedoch Street PA15 4AB, Scotland","Inverclyde","Tobacco And Nicotine Vapour Products","U SAVE","Active"
"12144","U Save, 58-62 Meldrum Road KY2 5HX, Scotland","Fife","Tobacco And Nicotine Vapour Products","U Save","Active"
"12145","Flat, 1 Prieston Road PA11 3AJ, Scotland","Renfrewshire","Tobacco And Nicotine Vapour Products","U save","Active"
"12146","157 Nigel Rise,  EH54 6LX, Scotland","West Lothian","Tobacco And Nicotine Vapour Products","Closer","Active"
"12147","9 Tiree Crescent,  ML2 9HF, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Closer","Active"
"12148","1234 Royston Road,  G33 1EX, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","Closer","Active"
"12149","84 Bridgend, Road PA15 2JJ, Scotland","Inverclyde","Tobacco And Nicotine Vapour Products","H R Singh ltd ","Active"
"12150","14 WellStreet,  PA1 2SW, Scotland","Renfrewshire","Tobacco And Nicotine Vapour Products","U Save","Active"
"12151","U Save,  2, Douglas Rise EH54 6JH, Scotland","West Lothian","Tobacco And Nicotine Vapour Products","LIVI STORES LTD","Active"
"12152","21 Greenock road ,  PA7 5JW, Scotland","Renfrewshire","Tobacco And Nicotine Vapour Products","Miyah Retail Ltd ","Active"
"12153","48 lyoncross,  G53 5UW, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","Closer","Active"
"12154","58, MAIN STREET G78 3NJ, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","Neilston convenience store and post office","Active"
"12155","Hart Street, Parkhead G31 5HN, Scotland","Glasgow City","Tobacco Only","U save convenience store","Active"
"12156","U Save, 67 Clarkston Road G44 3BQ, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","Austin 1 Thing t/a U Save","Active"
"12157","58 Eckford Street,  G32 7AJ, Scotland","South Lanarkshire","Tobacco Only","U save convience store ","Active"
"12158","93, Main Street Stoney Burn EH47 8EL, Scotland","West Lothian","Tobacco Only","U Save Grocers","Inactive"
"12159","4 Barscube Terrace, Paisley PA2 6XA, Scotland","Renfrewshire","Tobacco And Nicotine Vapour Products","A Q Retail Limited ","Active"
"12160","10 The Bield,  ML2 8DD, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","U SAVE","Active"
"12161","U Save Store, 45 Drumpark Avenue EH51 9QW, Scotland","West Lothian","Tobacco And Nicotine Vapour Products","U save store","Active"
"12162","Centra Supermarket, Westfield Drive, Cumbernauld G68 9HJ, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","U save westfield ","Active"
"12163","155,Dundee Street,  EH11 1BP, Scotland","Edinburgh City","Tobacco Only","U&F Newsagents","Active"
"12164","B & M Bargins, Unit 1A, Rannoch Road, Birkenshaw Industrial Estate, Uddingston G71 5PR, Scotland","South Lanarkshire","Nicotine Vapour Products Only","B&M RETAIL","Active"
"12165","2 wallace street, rutherglen G73 2SA, Scotland","South Lanarkshire","Tobacco Only","uddins(rutherglen)ltd","Inactive"
"12166","Reid Street, Burnbank ML3 0RQ, Scotland","South Lanarkshire","Tobacco Only","Udston Bowling Club","Active"
"12167","Timsgarry, Uig HS2 9JD, Scotland","Comhairle nan Eilean Siar","Tobacco And Nicotine Vapour Products","Uig Community Co-operative Ltd","Active"
"12168","Uig Filling Station, Uig IV51 9XX, Scotland","Highland","Tobacco Only","Uig Filling Station","Active"
"12169","Uig Filling Station , Ferry terminal IV51 9XX, Scotland","Highland","Tobacco And Nicotine Vapour Products","Uig Filling Station 2015 Ltd","Active"
"12170","Wellhall Rd,  ML3 9UE, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Uithursan Mahendran Ltd","Active"
"12171","132 Gorgie Road,  EH11 2NS, Scotland","Edinburgh City","Tobacco Only","Uitility Stores","Active"
"12172","41 The Rand, Eastriggs DG12 6NN, Scotland","Dumfries and Galloway, Edinburgh City, Glasgow City, North Lanarkshire, Scottish Borders, South Ayrshire, South Lanarkshire","Tobacco And Nicotine Vapour Products","UK Medical Marijuana Ltd","Active"
"12173","Doxford International Business Park, , 4 Admiral Way SR33 3XW, Scotland","Dumfries and Galloway","Nicotine Vapour Products Only","UK Medical Marijuana Ltd","Active"
"12174","pierhead, ulsta ZE2 9BD, Scotland","Shetland Islands","Tobacco Only","brae stores ltd","Active"
"12175","139 - 141 Pitkerro Road,  DD4 8EB, Scotland","Dundee City","Tobacco And Nicotine Vapour Products","Umars Convenience Store","Active"
"12176","51-52, George IV Bridge EH1 1EJ, Scotland","Edinburgh City","Tobacco Only","uncles","Active"
"12177","11 North Silver Street,  AB10 1RJ, Scotland","Aberdeen City","Tobacco Only","Davidson Vending","Active"
"12178","3A, Merchant Street EH1 2QD, Scotland","Edinburgh City","Tobacco Only","HK Phooey Ltd trading as Under the Stairs","Active"
"12179","25 South Tay Street,  DD1 1NR, Scotland","Dundee City","Tobacco Only","G1 Group Plc","Inactive"
"12180","Union Road,  AB44 1UJ, Scotland","Aberdeenshire","Tobacco And Nicotine Vapour Products","Gleaner Oils Ltd","Active"
"12181","68 union road,  FK1 4PF, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","union road newsagents","Active"
"12182","3 Union Street,  DD9 6HG, Scotland","Angus","Tobacco Only","Steven Chalmers t/a  Union Stores","Active"
"12183","39 union street,  DD1 4BS, Scotland","Dundee City","Tobacco Only","union39","Inactive"
"12184","Unit 1, Howgate Shopping Centre FK1 1HG, Scotland","Falkirk, Fife","Tobacco And Nicotine Vapour Products","Srinidhi Associates","Inactive"
"12185","Unit 1, 4 Main Street FK17 8BB, Scotland","Stirling","Nicotine Vapour Products Only","Alan Tunstall","Active"
"12186","1 robberhall road,  ML1 2NT, Scotland","North Lanarkshire","Tobacco Only","Happy days ices","Active"
"12187","Main Street,  ML5 3EG, Scotland","North Lanarkshire","Tobacco Only","The candystore quadrant ltd","Active"
"12188","The Devon Way,  FK13 6HQ, Scotland","Clackmannanshire","Tobacco Only","Times Like These Festivals Limited","Active"
"12189","10 Creown Street,  AB11 6HB, Scotland","Aberdeen City","Tobacco And Nicotine Vapour Products","United Traders (Scotland) Ltd","Inactive"
"12190","Chalmers, 1 Queens Drive DD11 1QD, Scotland","Angus","Tobacco Only","sirocco (scotland) Ltd","Active"
"12191","114 Commercial Street,  ZE1 0RL, Scotland","Shetland Islands","Tobacco Only","Universal Stores","Active"
"12192","University of Aberdeen, Elphinstone Road AB24 3TU, Scotland","Aberdeen City","Tobacco Only","University Of Aberdeen","Active"
"12193","St Marys Place,  KY16 9UZ, Scotland","Fife","Tobacco Only","University of St Andrews Students Association","Active"
"12194","12 Shuttle Street,  PA1 1XU, Scotland","Renfrewshire","Tobacco Only","Up Yer Kilt Ltd","Inactive"
"12195","66 Neilston Road, Uplawmoor G78 4AS, Scotland","Glasgow City","Tobacco Only","Uplawmoor Hotel","Active"
"12196","66 Neilston Road, Uplawmoor G78 4AF, Scotland","East Renfrewshire","Tobacco Only","Uplawmoor Hotel","Active"
"12197","2 Gordon Street, St. Combs AB43 8ZN, Scotland","Aberdeenshire","Tobacco And Nicotine Vapour Products","uppal mini market","Active"
"12198","22 Deanston Drive, Shawlands G41 3AD, Scotland","Glasgow City","Tobacco Only","Urloco Stores","Active"
"12199","70-74 Braehead Road,  G67 2DE, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Muneeb Stores","Active"
"12200","77 GRATCRAIG ROAD,  G33 2NW, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","C & TRADING (SCOTLAND)  LTD","Active"
"12201","99, whins road FK10 3RF, Scotland","Clackmannanshire","Tobacco And Nicotine Vapour Products","USave","Active"
"12202","6 clarkwell road, Hillhouse ML3 9TQ, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Avondale Services","Active"
"12203","1234, ROYSTON ROAD,PROVANMILL G33 1EX, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","JKS RTEAILS","Active"
"12204","23 adamton road north,  KA9 2HY, Scotland","South Ayrshire","Tobacco Only","lifestyle express","Inactive"
"12205","10-A Springhill Road,  G78 2BD, Scotland","East Renfrewshire","Tobacco Only","USAVE","Active"
"12206","25 titchfield street, 25 Titchfield Street KA1 1QW, Scotland","East Ayrshire","Tobacco Only","Ahtfaq group led","Active"
"12207","214 carlisle road,  ML11 9SQ, Scotland","South Lanarkshire","Tobacco Only","Kirk Drinks Ltd","Active"
"12208","143, Spey Road G61 1LF, Scotland","East Dunbartonshire","Tobacco Only","Tauqeer Ahmed","Active"
"12209","Day Today, 7-9 Tiree Crescent, Newmains ML2 9HF, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","KASHIF DIN","Active"
"12210","84 Bridgend Road,  PA15 2JJ, Scotland","Inverclyde","Tobacco And Nicotine Vapour Products","usave","Active"
"12211","U Save Convenience Store, 30 Glebe Place, Cambuslang G72 8LJ, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","adzee retail ltd","Active"
"12212","46 Main Road,  KA8 0LQ, Scotland","South Ayrshire","Tobacco And Nicotine Vapour Products","Kousar Mart Limited","Active"
"12213","7-9 Kyle Square, Rutherglen G73 4QG, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Akhtar Convienence Store","Active"
"12214","Blairbeth Stores, 55 Drumilaw Road, Rutherglen G73 4NS, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","USave Blairbeth","Active"
"12215","38 Main Street, Plean FK7 8BS, Scotland","Stirling","Tobacco And Nicotine Vapour Products","USAVE","Active"
"12216","66 Neville, East Kilbride G74 3QU, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Avondale Services","Inactive"
"12217","120 Acre Road,  G20 0TN, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","S&S TRADERS SCOTLAND LTD","Active"
"12218","Generations, 97A Glaisnock Street KA18 1JP, Scotland","East Ayrshire","Tobacco And Nicotine Vapour Products","Usave","Active"
"12219","Kilbarchan Newsagents, 8 New Street, Kilbarchan PA10 2LN, Scotland","Renfrewshire","Tobacco And Nicotine Vapour Products","E&I Newsbox Ltd","Active"
"12220","66 , Neville  G74 3QU, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Avondale Services","Active"
"12221","Waheed Convenience Store, 19 Muirhall Road FK5 4RG, Scotland","Falkirk","Tobacco Only","usave waheed convenience store","Active"
"12222","46 Main Road,  KA8 0LQ, Scotland","North Ayrshire","Tobacco And Nicotine Vapour Products","Closer","Active"
"12223","Post Office, 58 Main Street, Neilston G78 3NJ, Scotland","East Renfrewshire","Tobacco And Nicotine Vapour Products","K & Singh ltd","Active"
"12224","Unit 2, Douglas Rise,  EH54 6JH, Scotland","West Lothian","Tobacco And Nicotine Vapour Products","Closer","Active"
"12225","50 Mount Oliphant, Cowie FK7 7DE, Scotland","Stirling","Tobacco And Nicotine Vapour Products","U-Save","Active"
"12226","Post Office, 4 Burnbank Centre ML3 9HH, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","Burnbank Retail Ltd","Active"
"12227","23A Magdalene Drive,  EH15 3DU, Scotland","Edinburgh City","Tobacco And Nicotine Vapour Products","U-Save - J & N Discount Store ","Active"
"12228","U Save, 2 Bellfield Road, Coalburn ML11 0LA, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","usave coalburn","Active"
"12229","Post Office, 64 Main Street, Avonbridge FK1 2NG, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","Usave conveniean store ","Active"
"12230","U Save, Unit 8, Antonine Shopping Centre, Tryst Road, Cumbernauld G67 1JW, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Usave Cumbernauld Ltd","Active"
"12231","256 MERRY STREET,  ML1 1ND, Scotland","North Lanarkshire","Tobacco Only","NA GENERAL STORE LTD","Inactive"
"12232","U Save General Store, 256 Merry Street ML1 1ND, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","A-Z MOTHERWELL LTD","Active"
"12233","1 Garry Place,  FK1 2QL, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","Usave shop hallglen","Active"
"12234","Usave, 499 London Road G40 1NQ, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","usave london road","Active"
"12235","241 Saracen Street,  G22 5JW, Scotland","Glasgow City","Tobacco Only","u-save Mini market","Active"
"12236","Usave, 150-152 High Street ML1 5JQ, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","poppin store","Active"
"12237","45 drumpark avenue,  EH51 9QW, Scotland","Falkirk","Tobacco Only","u-save superstore","Active"
"12238","32 West Nicolson Street,  EH8 9DD, Scotland","Edinburgh City","Tobacco Only","Peartree House Partnership","Active"
"12239","Day Today, 20-22 Cumberland Road PA16 0TW, Scotland","Inverclyde","Tobacco And Nicotine Vapour Products","Usman GB Ltd","Active"
"12240","30 Station Road, ratho station EH28 8PT, Scotland","Edinburgh City","Tobacco Only","V & D Mcleod","Active"
"12241","1 Abercromby Square, Cotton Street DG7 1DG, Scotland","Dumfries and Galloway","Tobacco Only","V & F Montgomery","Active"
"12242","44 WATSON CRESCENT,  EH11 1ET, Scotland","Edinburgh City","Tobacco Only","V&S SHARMA NEWSAGENTS","Inactive"
"12243","10 Greenbank Court, Camelon FK1 5DT, Scotland","Falkirk","Tobacco Only","V.G Foodstore","Inactive"
"12244","2 High Street,  PH2 7QP, Scotland","Perth and Kinross","Tobacco Only","V.G Store","Active"
"12245","5-7 Dundas Street,  G1 2AH, Scotland","Glasgow City","Tobacco Only","Dundas Heritable Ltd","Active"
